recipe_id,recipe_name,recipe_method,recipe_kind,recipe_difficulty,recipe_rating,recipe_ingredient,recipe_kcal,recipe_carbohydrate,recipe_protein,recipe_fat,recipe_natrium,recipe_thumbnail,recipe_bittersweet,recipe_spicy,recipe_goso,recipe_oily,recipe_sweetsour,recipe_plain
recipe-259,달콤스테이크,굽기,반찬,0,0,"소 채끝살 200g, 감자 70g, 시금치 25g, 당근 30g
소스 : 레드와인 200cc. 망고 50g, 딸기잼 30g, 볶은소금 0.5g, 후추 2g
무염버터 5g, 설탕 10g, 레몬즙 5g, 다진양파 15g",175.1,8.7,19.2,7.1,147.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00339_1.png,0,0,0,0,0,0
recipe-260,삼색샌드위치,기타,일품,0,0,"식빵(100g), 토마토(20g), 어린이치즈(20g), 양상추(30g)
감자(30g), 올리고당(20g), 달걀(60g), 당근(20g), 오이(20g)
양파(20g), 소금(0.3g)",356.4,47.9,14.1,12.4,497.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00441_1.png,0,0,0,0,0,0
recipe-261,황태탕수육,튀기기,반찬,0,0,"황태채(100g), 밀가루(30g), 찹쌀가루(10g), 녹말가루(10g)
삼색분말(각 10g), 달걀(50g), 튀김기름(200g)
- 소스 : 파프리카(30g), 양파(30g), 당근(30g), 오이(30g)
파인애플(30g), 저염간장(20g), 설탕(20g), 식초(10g)
물녹말(녹말가루 10g, 물 10g)",274.4,13.2,17.1,17,365.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00442_1.png,0,0,0,0,0,0
recipe-262,밥핫도그,튀기기,밥,0,0,"소시지(100g), 나무막대기(5개), 밀가루(30g), 달걀(50g)
빵가루(30g), 튀김기름(200g), 파프리카(30g), 밥(50g)
감자(50g), 달걀흰자(10g), 소금(0.3g)",828.9,74,22.1,49.4,774.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00443_1.png,0,0,0,0,0,0
recipe-263,스테이크카나페,굽기,반찬,0,0,"소등심(100g), 소금(0.3g), 후춧가루(0.03g), 로즈마리(0.5g)
애호박(20g), 양파(20g), 가지(20g), 파프리카(20g)
토마토(20g)
- 소스 : 발사믹소스(20g), 설탕(10g), 마늘(20g), 사과(20g)",458.7,15.7,30.6,30.6,312.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00444_1.png,0,0,0,0,0,0
recipe-264,꽃밥,볶기,밥,0,0,"라이스페퍼(50g), 당근(20g), 달걀(30g), 시금치(20g)
소금(0.5g), 돼지고기(50g), 마늘(10g), 대파(10g), 맛술(10g)
저염간장(20g), 설탕(10g), 통깨(5g), 참기름(5g)
후춧가루(0.02g), 고구마(30g), 두부(20g), 토마토(20g)
양파(20g), 견과류(20g)",480.7,56.8,23.2,173.9,272.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00445_1.png,0,0,0,0,0,0
recipe-265,버섯만두찜,찌기,반찬,0,0,"밀가루(100g), 시금치가루(10g), 호박가루(10g)
백년초가루(10g), 물 (40g),식용유(3g), 소금(0.5g)
양파(20g), 양송이버섯(30g), 새송이버섯(20g)
표고버섯(30g), 두부(20g), 소금(0.5g), 새우(20g), 마늘(10g)
우유(200g), 생크림(20g)",301.8,34.5,17.8,10.3,382.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00446_1.png,0,0,0,0,0,0
recipe-266,떡갈비주먹밥,굽기,밥,0,0,"다진소고기(70g), 다진돼지고기(50g), 찹쌀가루(10g), 밥(30g)
대파(10g), 후춧가루(0.02g), 맛술(10g), 저염간장(10g)
생크림(10g), 식용유(20g), 새송이버섯(20g), 시금치(20g)
당근(20g), 양파(20g), 마늘(10g), 떡볶이떡(10g)
저염간장(20g), 올리고당(20g)",557.1,63.1,29,21,462.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00447_1.png,0,0,0,0,0,0
recipe-267,홍합죽,끓이기,밥,0,0,"쌀(100g), 참기름(5g), 홍합(50g), 양파(20g), 당근(20g)
표고버섯(20g), 건새우(15g)
- 육수 : 건새우(15g), 다시마(10g)",160.9,28.9,7.1,1.9,42,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00448_1.png,0,0,0,0,0,0
recipe-268,샐러드돈가스,튀기기,반찬,0,0,"돼지등심(120g), 정종(10g), 소금(0.3g), 후춧가루(0.02g)
우유(30g), 밀가루(20g), 달걀(50g), 빵가루(20g)
튀김기름(400g)
- 소스 : 삶은 달걀(50g), 피클(20g), 마요네즈(20g)
- 곁들임채소 : 방울토마토(30g), 양상추(30g)
어린잎채소(10g), 파슬리가루(0.3g)",422.5,20.5,15.7,30.8,269.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00449_1.png,0,0,0,0,0,0
recipe-269,조개크림파스타,끓이기,일품,0,0,"스파게티(100g), 올리브오일(3g), 소금(0.3g), 양송이(20g)
새우(50g), 파슬리가루(0.3g), 버터(20g), 양파(20g), 마늘(20g)
밀가루(20g), 육수(100g), 우유(100g), 생크림(20g)
- 육수 : 조개(30g), 물(100g)",224.2,36.2,10.9,4,102.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00450_1.png,0,0,0,0,0,0
recipe-270,닭날개튀김,튀기기,반찬,0,0,"닭봉(120g), 오렌지(30g), 레몬(20g), 생강즙(10g)
카레가루(30g), 튀김기름(400g)
- 소스 : 양파(20g), 땅콩(20g), 마요네즈(20g)
파스리가루(0.3g), 요거트(30g)
- 곁들임채소 : 어린잎(10g)",596.6,24.4,32.4,41,426.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00451_1.png,0,0,0,0,0,0
recipe-271,해산물리조또,끓이기,밥,0,0,"보리쌀(50g), 당근(20g), 양파(20g), 마늘(10g), 대파(10g)
버터(10g), 오징어(50g), 새우(50g), 시금치(20g), 소금(0.2g)
생크림(20g), 우유(100g), 치즈(50g), 파슬리가루(0.3g)
- 육수(100g) : 조개(30g), 다시마(10g)",306.8,47.7,16.7,5.4,237.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00452_1.png,0,0,0,0,0,0
recipe-272,떡완자조림,끓이기,반찬,0,0,"다진 쇠고기(70g),다진 돼지고기(30g), 매실액(10g), 맛술(10g)
양파(20g), 당근(20g), 새송이버섯(20g), 마늘(20g), 대파(10g)
떡볶이떡(100g), 식용유(20g), 저염간장(20g), 올리고당(20g)
참기름(5g), 후춧가루(0.03g), 통깨(3g)",484.1,59.2,34.3,12.2,519.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00453_1.png,0,0,0,0,0,0
recipe-273,닭고기채소스파게티,볶기,일품,0,0,"닭고기살(100g), 후춧가루(0.03g), 스파게티(60g), 올리브유(3g)
브로컬리(20g), 양송이(20g), 표고버섯(20g), 파프리카(20g)
당근(20g), 양파(20g), 다진마늘(10g), 토마토(20g)
토마토페스트(20g), 육수(50g), 토마토소스(20g), 케첩(20g)
생크림(20g)",277.8,42,14.7,5.7,174.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00454_1.png,0,0,0,0,0,0
recipe-274,계만두,찌기,반찬,0,0,"재료 배추(50g), 오이(50g), 표고버섯(30g), 피망(20g), 당근(80g)
녹말가루(20g), 닭가슴살(150g), 마늘(10g), 대파(5g), 삶은 메추리알(15g)
양념 참기름(5g), 간장(5g), 후춧가루(1g)
빠금장소스 빠금장(40g), 휘핑크림(40g), 우유(40g)
다진 청양고추(5g), 후춧가루(1g), 참깨(5g)",338.1,8.43,15.5,6.41,248.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00245_1.png,0,0,0,0,0,0
recipe-275,삼계선,찌기,반찬,0,0,"재료 닭가슴살(200g), 두부(40g), 수삼(10g), 파프리카(20g), 대추(30g)
블루베리소스 블루베리잼(20g), 화이트와인(20g), 설탕(30g)",281.5,8.03,16.1,1.65,83.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00246_1.png,0,0,0,0,0,0
recipe-276,쇠고기표고찜,찌기,반찬,0,0,"재료 표고버섯(15g), 밀가루(5g), 달걀(30g), 잣(2g)
대추(1g), 단호박(7g), 피클(10g)
소 다진 쇠고기(15g), 다진 대파(1g), 다진 마늘(1g)
다진 양파(5g), 다진 파프리카(6g), 으깬 두부(10g)
오렌지소스 오렌지주스(50g), 유자청(3g)",96.8,10.8,7,1.94,64.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00247_1.png,0,0,0,0,0,0
recipe-277,떡갈비찜,찌기,반찬,0,0,"재료 다진 돼지고기(50g), 다진 쇠고기(30g), 가지(10g)
가래떡(60g), 유자청(15g), 간장(5g), 연근(4g)
고기 밑간 다진 파(5g), 다진 마늘(5g), 다진 양파(10g)
소금(1g), 후춧가루(1g), 참기름(3g)",316.2,29.2,10.2,6.19,264.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00248_1.png,0,0,0,0,0,0
recipe-278,해산물두부샌드,찌기,반찬,0,0,"재료 두부(80g), 새우(20g), 관자(20g), 파프리카(20g), 새싹채소(20g)
완두콩드레싱 삶은 완두콩(30g), 두유(40g), 꿀(15g), 검은깨(5g)",93.7,5.64,8.94,5.22,57.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00249_1.png,0,0,0,0,0,0
recipe-279,단호박제육볶음,볶기,반찬,0,0,"재료 돼지고기(불고기용, 100g), 단호박(50g), 죽순(15g)
양파(10g), 대파(10g), 마른 표고버섯(10g)
양념장 저염간장(5g), 고추장(10g), 고춧가루(5g)
된장육수 된장(5g), 물(150g)
양념 다진 마늘(3g), 부순 참깨(1g), 참기름(1g)",268.6,10.5,13.4,7.89,444.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00250_1.png,0,0,0,0,0,0
recipe-280,버섯콩불고기,볶기,반찬,0,0,"재료 콩고기(150g), 양파(20g), 당근(5g), 양배추(30g), 깻잎(10g)
느타리버섯(15g), 표고버섯(15g), 새송이버섯(15g)
부추(10g), 미나리(10g), 청양고추(3g)
양념장 설탕(1g), 저염진간장(10g), 맛술(3g), 배(5g)
다진 양파(5g), 매실액(10g), 참기름(0.5g)
양념 들기름(5g), 다진 파(5g), 다진 마늘(2g), 다진 생강(2g)",323.8,13.5,11.2,8.51,494.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00251_1.png,0,0,0,0,0,0
recipe-281,차돌박이볶음,볶기,반찬,0,0,"재료 차돌박이(100g), 파프리카(15g), 양파(10g), 부추(5g), 해초(50g)
소스1 발사믹식초(5g), 매실청(5g), 올리브유(5g)
소스2 마요네즈(10g), 연겨자(5g)
소스3 유자청(10g), 식초(5g)
고기 밑간 설탕(1.5g), 후춧가루(0.1g), 저염 간장(3g), 배(10g), 양파(5g)
해초 밑간 설탕(2g), 식초(5g)",581.7,8.54,8.22,33.2,527.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00252_1.png,0,0,0,0,0,0
recipe-282,토마토오리볶음,볶기,반찬,0,0,"재료 오리고기(120g), 가지(25g), 양파(20g), 파프리카(20g), 새송이버섯(10g)
브로콜리(25g), 부추(7g), 방울토마토(15g)
고기 밑간 후춧가루(2g), 맛술(8g), 다진 마늘(3g)
토마토고추장소스 토마토(50g), 양파(10g), 풋고추(5g), 다진 마늘(2g)
고추장(10g), 물엿(4g)",352.6,8.89,9.92,6.71,269.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00253_1.png,0,0,0,0,0,0
recipe-283,토마토두루치기,볶기,반찬,0,0,"재료 양배추(40g), 양파(15g), 표고버섯(10g), 양송이버섯(30g)
파프리카(10g), 피망(10g), 대파(5g), 마늘(2g), 토마토(30g)
비트(0.5g), 식용유(5g), 돼지고기(100g)
양념 소금(0.5g), 설탕(1g), 후춧가루(0.2g), 간장(1g)
생강(0.1g), 고추장(5g), 물엿(3g)",344.4,9.64,11.5,9.99,292.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00254_1.png,0,0,0,0,0,0
recipe-284,검은콩피시볼조림,끓이기,반찬,0,0,"피시볼반죽 검은콩(15g), 쪽파(5g), 동태포(30g), 감자전분(10g)
밀가루(7g), 청양고추(1g), 달걀흰자(7g)
소스 마늘(5g), 녹말가루(2g), 가다랑어장국(3g), 간장(3g)
물(100ml), 유자청(3g), 대파(3g)",166.7,16.1,13.8,4.28,193.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00255_1.png,0,0,0,0,0,0
recipe-285,대하조림,끓이기,반찬,0,0,"재료 대하(4마리), 화이트와인(15g), 시금치(50g), 유자청(40g)
매실액(10g), 아보카도(30g), 토마토(25g)
닭육수 닭다리(1개), 월계수잎(1g), 물(300g)",112,5.72,10.5,0.91,327.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00256_1.png,0,0,0,0,0,0
recipe-286,묵은지가지말이,끓이기,반찬,0,0,"재료 돼지고기(80g), 가지(30g), 김치(40g), 청피망(15g), 붉은피망(15g)
양파(40g), 생강(2g), 마늘(10g), 올리브유(5g), 레몬(50g)
레드와인(120g), 올리고당(15g)
고기 삶는 재료 양파(15g), 월계수잎(2g), 정향(1g), 후춧가루(2g)
마늘(3g), 생강(5g), 물(300g)",312.2,7.35,9.66,17,141,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00257_1.png,0,0,0,0,0,0
recipe-287,함초타락죽,끓이기,밥,0,0,"찹쌀 25g, 우유 200g, 함초 15g, 크렌베리 10g
다진양파 15g, 파마산치즈 15g",354.3,63.6,10.5,6.5,251.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00355_1.png,0,0,0,0,0,0
recipe-288,황태두부무국,끓이기,국&찌개,0,0,"황태 30g, 두부 50g, 함초 25g, 무 100g, 청고추 20g, 홍고추 15g
쪽파 10g, 흰후추 1g, 어간장 7g, 대파뿌리 7g",53.5,1,7.7,2.1,298.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00356_1.png,0,0,0,0,0,0
recipe-289,삼합잡채,볶기,반찬,0,0,"주꾸미 50g, 바지락살 25g,, 소고기 20g, 닭가슴살 20g, 양파 25g
청고추 15g, 홍고추 15g, 당근 20g, 미나리 20g
양념장 : 맛간장 25g, 마늘기름 15g, 다진마늘 5g, 통깨 1g, 참기름 5g",160.4,3.8,22.9,5.9,155.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00357_1.png,0,0,0,0,0,0
recipe-290,고등어카레탕수,끓이기,반찬,0,0,"냉동고등어 300g, 전분가루 50g, 식용유 200g, 우유 200g, 카레가루 20g
감자 50g, 애호박 25g,, 방울토마토 25g, 양파 20g, 사과 25g, 꿀 15g",171.3,15.5,7.5,8.8,254.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00358_1.png,0,0,0,0,0,0
recipe-291,효도강정,끓이기,후식,0,0,"볶은현미 25g, 볶은율무 25g, 볶은수수 25g, 혼합견과 50g, 흑임자 10g
소스 : 올리고당 25g, 설탕 25g, 기름 10g",370,53.2,7.5,14.1,45.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00359_1.png,0,0,0,0,0,0
recipe-292,비트양파김치,기타,반찬,0,0,"양파 150g
절임물 : 물 200g, 볶은소금 2g, 식초 15g, 비트 2g
국물 : 절임물 100g, 생강청 30g, 식초 15g, 청양고추 7g",28,4.9,1.8,0.1,42.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00360_1.png,0,0,0,0,0,0
recipe-293,관자브로콜리스프,끓이기,일품,0,0,"관자 100g, 양파 25g, 브로콜리 40g, 시금치 10g, 생크림 25g, 우유 200g
버터 15g, 파마산가루 3g, 다진마늘 5g, 흰후추 1g, 마늘칩 2g",277.4,13.4,12.3,19.4,210.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00361_1.png,0,0,0,0,0,0
recipe-294,곤약냉잡채,볶기,반찬,0,0,"실곤약 100g, 당근 20g, 오이 25g, 양파 25g, 팽이버섯 10g
청고추 14g, 홍고추 17g, 영양부추 15g, 계란 60g
참기름 15g, 통깨 5g, 흑설탕 5g, 레몬즙 15g
소스 : 맛간장 30g, 흑설탕 15g, 다진마늘 5g, 다진대파 5g, 흰후추 1g",112.8,16.5,3.5,3.6,205,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00362_1.png,0,0,0,0,0,0
recipe-295,미역 닭가슴살전,굽기,반찬,0,0,"닭가슴살 100g, 미역 10g, 두부 50g, 청양고추 10g, 대파 10g, 당근 10g, 계란 60g
소스 : 저염간장 30g, 식초 15g, 레몬즙 10g, 고추냉이 5g, 통깨 1g",234.1,14,17.7,11.9,284.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00363_1.png,0,0,0,0,0,0
recipe-296,두가지묵샐러드,기타,반찬,0,0,"두가지 묵(올방개묵, 검정깨묵) 각 25g씩, 당귀잎 10g
양파 40g, 노란 파프리카 25g, 알배추 20g
소스 : 저염간장 15g, 유자청 30g, 다진청고추 7g, 다진홍고추 7g, 다진대파 7g",53.6,9.7,1,1.2,109.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00364_1.png,0,0,0,0,0,0
recipe-297,블루베리양갱,끓이기,후식,0,0,"흰앙금 100g, 블루베리 30g, 설탕 30g, 한천 20g, 물100g",142.4,20.3,8,3.3,32.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00365_1.png,0,0,0,0,0,0
recipe-298,장어찜,찌기,반찬,0,0,"장어 250g, 우유 100g, 후추 1g
곁들이 샐러드 : 우엉 25g, 인삼 20g, 미나리 20g, 팽이 15g, 양파 40g
샐러드소스 : 청고추 17g, 홍고추 15g, 맛간장 7g",328.3,2.1,20.4,26.5,74.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00366_1.png,0,0,0,0,0,0
recipe-299,두부까나페,굽기,반찬,0,0,"단단한 두부 150g, 슬라이스햄 25g, 올리브오일 15g, 로즈마리 1g, 볶은소금 1g
샐러드 : 마요네즈 30g, 당근 20g, 양파 50g, 오이 25g
소스 : 맛간장 15g, 양파 15g, 다진마늘 5g, 후추 0.5g",236,0.1,13.3,20.2,287.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00367_1.png,0,0,0,0,0,0
recipe-300,두부청국장죽,끓이기,밥,0,0,"청국장가루 20g, 두부 60g, 밥 150g, 표고버섯 12g, 당근 20g, 애호박 25g
양념장 : 다진쇠고기 30g, 참기름 15g, 맛간장 10g, 버섯마늘소금 1g
흰후추 1g, 다진마늘 10g, 다진대파 7g, 흑임자 1g",255.1,37.6,16.3,4.4,118.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00368_1.png,0,0,0,0,0,0
recipe-301,망고샐러드,기타,반찬,0,0,"증편 200g, 망고 150g, 양상추 30g, 치커리 20g, 방울토마토 60g, 양파 60g
소스 : 올리브오일 30g, 유자청 15g, 식초 15g, 볶은소금 2g, 후추 1g, 다진 파프리카(노랑) 15g
다진 청피망 15g, 다진 홍피망 15g, 통깨 5g",105.7,15.5,1.9,4,50.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00369_1.png,0,0,0,0,0,0
recipe-302,토마토젤리,기타,후식,0,0,"토마토(120g), 판젤라틴(10g), 레몬(10g), 올리고당(20g)
블루베리(20g), 설탕(20g)",200.5,45.4,401,0.2,36.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00470_1.png,0,0,0,0,0,0
recipe-303,샌드스테이크,굽기,반찬,0,0,"닭가슴살(120g), 소금(0.1g), 후춧가루(0.02g), 버터(10g)
느타리버섯(20g), 시금치(20g), 굴소스(5g), 올리브오일(10g)
- 카레소스 : 베이컨(20g), 양파(20g), 카레가루(20g), 대파(10g)
생크림(20g), 우유(50g)
- 곁들임 : 어린잎채소(10g)",341.4,9.7,48.2,12.2,564.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00471_1.png,0,0,0,0,0,0
recipe-304,맥적구이,굽기,반찬,0,0,"돼지고기(120g), 생강(10g), 소금(0.2g), 후춧가루(0.02g)
저염간장(20g), 정종(10g), 설탕(20g), 대파(10g), 마늘(20g)
양파(20g), 참기름(5g), 통깨(3g), 새송이버섯(20g)
표고버섯(20g), 가지(20g), 홍피망(20g)
- 된장소스 : 된장(10g), 마요네즈(20g), 생크림(10g)
다진 땅콩(20g)",467.7,17.6,30.7,30.5,551.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00472_1.png,0,0,0,0,0,0
recipe-305,채소어묵,튀기기,반찬,0,0,"생선살(100g), 맛술(10g), 생강(10g), 소금(0.2g)
밀가루(20g), 양파(20g),당근(20g), 샐러리(10g), 마늘(10g)
옥수수(20g), 어린이치즈(20g), 튀김기름(400g)",382.5,39.89,26.7,12.9,320.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00473_1.png,0,0,0,0,0,0
recipe-306,주꾸미보리죽,끓이기,밥,0,0,"주꾸미(100g), 밀가루(10g), 보리(100g)
미나리(10g), 당근(20g), 양파(20g), 참기름(5g)
육수(400g), 저염치즈(20g), 우유(100g), 저염간장(5g)",327.4,48.7,21.8,5,172.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00474_1.png,0,0,0,0,0,0
recipe-307,오렌지삼겹찜,굽기,반찬,0,0,"삼겹살(100g), 로즈마리(5g)
고구마(30g), 생크림(10g), 감자(20g), 튀김기름(200g)
브로컬리(30g), 올리브오일(10g)
- 소스 : 오렌지(50g), 설탕(10g), 정종(10g), 저염소금(5g)
와사비(5g)",638.1,22,26.7,49.2,206,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00475_1.png,0,0,0,0,0,0
recipe-308,소고기볼게살타르,굽기,반찬,0,0,"다진 소고기(100g), 마늘(10g), 양파(20g), 파프리카(20g)
후춧가루(0.02g), 빵가루(10g), 소금(0.3g), 버터(10g)
식용유(5g)
- 소스 : 고구마(20g), 바나나(20g), 마요네즈(20g)
매실액(5g), 게맛살(30g)
- 곁들임채소 : 어린잎(10g), 브로컬리(20g), 미니새송이(20g)",418,31.8,24.8,21.3,245.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00476_1.png,0,0,0,0,0,0
recipe-309,수삼떡갈비,굽기,반찬,0,0,"다진소고기(100g), 수삼(50g), 양파(20g), 대파(10g)
마늘(10g), 저염간장(10g), 후춧가루(0.05g), 정종(10g)
찹쌀가루(10g), 새송이(50g), 대추(20g), 통깨(2g)
어린잎(10g)
- 소스 : 저염간장(10g), 올리고당(20g), 설탕(5g), 육수(100g)",388.6,15.5,38.7,19.1,162.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00477_1.png,0,0,0,0,0,0
recipe-310,삼색딤섬,찌기,반찬,0,0,"밀가루(200g), 백년초가루(20g), 뽕잎가루(20g)
치자가루(10g), 미나리(20g), 두부(30g), 오징어(30g)
다진 소고기(60g), 양파(20g), 부추(30g), 숙주(30g)
대파(10g), 마늘(10g), 참기름(10g), 후춧가루(0.05g)
통깨(5g)",350.4,49.5,20.2,7.9,235.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00478_1.png,0,0,0,0,0,0
recipe-311,밥크로켓,튀기기,밥,0,0,"양파(20g), 대파(10g), 당근(20g), 마늘(10g)
식용유(10g), 메추리알(100g), 밥(100g), 소금(0.5g)
밀가루(20g), 녹말가루(10g), 달걀(50g), 빵가루(20g)
튀김기름(400g)
- 소스 : 칠리소스(50g)",731.8,88.1,15.6,35.2,290.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00479_1.png,0,0,0,0,0,0
recipe-312,가지토마토구이,굽기,반찬,0,0,"가지(80g), 올리브오일(10g), 소금(0.5g), 토마토(40g)
모짜렐라치즈(30g)
- 소스 : 토마토소스(20g), 토마토(40g)
- 곁들임 : 팽이버섯(20g), 후춧가루(0.02g)",164.8,7.1,5.4,12.7,171.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00480_1.png,0,0,0,0,0,0
recipe-313,함박스테이크,굽기,반찬,0,0,"다진소고기(120g), 다진돼지고기(120g), 양파(20g)
마늘(10g), 소금(0.3g), 후춧가루(0.02g), 달걀(20g)
녹말가루(5g), 빵가루(10g), 깻잎(5g), 올리브오일(10g)
메추리알(50g)
- 소스 : 마른고추(5g), 대파, 마늘, 와인(20g), 저염간장(20g)
올리고당(20g), 설탕(10g) 토마토(20g)",563.8,36.6,41.9,27.8,628.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00481_1.png,0,0,0,0,0,0
recipe-314,냉파스타,볶기,일품,0,0,"스파게티(100g), 올리브오일(10g), 소고기(50g)
저염간장(10g), 설탕(10g), 마늘(10g), 깻잎(10g)
양파(20g), 파프리카(20g), 육수(400g), 설탕(10g)
식초(10g), 저염간장(10g)",289.1,57.8,9,2.4,81.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00482_1.png,0,0,0,0,0,0
recipe-315,과일겉절이,기타,반찬,0,0,"사과(50g), 배(30g), 설탕(10g), 바나나(50g), 키위(30g)
파인애플(30g), 마(50g)
- 양념장 : 마늘(10g), 식용유(5g), 고춧가루(20g), 식초(10g)
저염간장(5g), 설탕(10g)",227.6,48.8,3.4,2.1,124.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00483_1.png,0,0,0,0,0,0
recipe-316,버섯탕수,튀기기,반찬,0,0,"새송이버섯(80g), 느타리버섯(50g), 표고버섯(50g)
소금(0.5g), 녹말가루(40g), 달걀(50g), 튀김기름(400g)
키위(20g)
- 소스 : 저염간장(20g), 설탕(20g), 식초(20g)
물녹말(녹말가루 10g, 물 10g), 오이(20g), 양파(20g)
당근(20g), 목이버섯(10g)",450.1,43.9,6.6,27.6,267.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00484_1.png,0,0,0,0,0,0
recipe-317,아보카도 연어샐러드,기타,반찬,0,0,"연어(훈제연어, 120g), 양파(1/2개), 아보카도(1/2개),
파프리카(1/2개), 오렌지(1/2개), 사워크림(20g), 어린잎(20g)",239,9.8,16.5,14.9,102.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00604_1.png,0,0,0,0,0,0
recipe-318,오렌지마리네이드 돼지고기,굽기,일품,0,0,"돼지고기(150g), 시금치(30g), 양송이버섯(3개),
파프리카(1/4개), 마늘(10g), 오렌지(1/2개), 레몬(1/4개),
머스터드(20g), 꿀(10g), 생크림(20g), 우유(200g),
소금(0.2g), 후추(0.01g), 올리브오일(20g)",301.4,9.5,33.5,14.4,276.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00605_1.png,0,0,0,0,0,0
recipe-319,인삼갈비탕,끓이기,국&찌개,0,0,"소고기(갈비, 300g), 인삼(2뿌리), 당면(50g), 표고버섯(1개),
달걀(1개), 대추(3알), 양파(50g), 파(30g), 마늘(30g),
설탕(10g), 저염간장(20g)",361.2,25.5,36.9,12.4,161.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00606_1.png,0,0,0,0,0,0
recipe-320,체리젤리를 곁들인 고구마무스,끓이기,후식,0,0,"체리(50g), 고구마(150g), 화이트 초콜릿(50g), 판젤라틴(1장),
피스타치오(20g), 헤이즐넛(20g), 캐슈넛(20g), 호두(20g),
아몬드(20g), 라즈베리(20g), 건포도(20g), 애플민트(2g)",94.8,19.1,1.8,1.2,60.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00607_1.png,0,0,0,0,0,0
recipe-321,카레닭 룰라이드,끓이기,일품,0,0,"닭고기(120g), 카레가루(20g), 당근(20g), 양파(20g),
샐러리(1/2개), 아스파라거스(3개), 토마토(50g), 감자(50g),
생크림(30g), 소금(0.1g), 후춧가루(0.01g)",317.1,18.2,24.6,16.2,978.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00608_1.png,0,0,0,0,0,0
